"RSVCODE","RUIT_COORD","dominantSpecies","topThreeSpecies","forestType"
8,"A02","No dominant species","Alnus glutinosa, Salix, Crataegus monogyna","Deciduous"
8,"A04","Alnus glutinosa","Prunus padus, Alnus glutinosa, Salix","Deciduous"
8,"A06","No dominant species","Prunus padus, Alnus glutinosa, Populus","Deciduous"
8,"A08","No dominant species","Prunus padus, Alnus glutinosa, Populus","Deciduous"
8,"C02","No dominant species","Quercus robur, Alnus glutinosa, unknown or not determined","Mixed"
8,"C04","No dominant species","Prunus padus, Alnus glutinosa, Populus","Deciduous"
8,"C06","No dominant species","Prunus padus, Alnus glutinosa, Salix","Deciduous"
8,"C08","No dominant species","Prunus padus, Alnus glutinosa, Salix","Deciduous"
8,"E02","Picea sitchensis","Alnus glutinosa, Picea sitchensis, Salix","Mixed"
8,"E04","No dominant species","Quercus robur, Fraxinus excelsior, Salix","Deciduous"
8,"E06","No dominant species","Quercus robur, Acer pseudoplatanus, Acer campestre","Deciduous"
8,"E08","No dominant species","Quercus robur, Fraxinus excelsior, Corylus avellana","Deciduous"
8,"F09","No dominant species","Quercus robur, Acer pseudoplatanus, Corylus avellana","Deciduous"
8,"G02","No dominant species","Acer pseudoplatanus, Alnus glutinosa, Salix","Deciduous"
8,"G04","No dominant species","Quercus robur, Alnus glutinosa, Corylus avellana","Deciduous"
8,"G06","No dominant species","Quercus robur, Acer pseudoplatanus, Fraxinus excelsior","Deciduous"
8,"G08","No dominant species","Quercus robur, Acer pseudoplatanus, Fraxinus excelsior","Deciduous"
