"RSVCODE","RUIT_COORD","dominantSpecies","topThreeSpecies","forestType"
12,"C02","Quercus robur","Quercus robur, Betula","Deciduous"
12,"D03",NA,"","NA"
12,"D04","Pinus nigra","Quercus robur, Pinus nigra","Mixed"
12,"E02","Betula","Quercus robur, Pinus sylvestris, Betula","Mixed"
12,"E08","Betula","Quercus robur, Pinus sylvestris, Betula","Mixed"
12,"E10","Betula","Pinus sylvestris, Betula","Mixed"
12,"E12","Betula","Pinus sylvestris, Pinus nigra, Betula","Mixed"
12,"F04","Pinus nigra","Quercus robur, Pinus nigra","Mixed"
12,"F06","Betula","Quercus robur, Pinus sylvestris, Betula","Mixed"
12,"F07",NA,"","NA"
12,"F09","Betula","Pinus sylvestris, Betula","Mixed"
12,"F11","Betula","Quercus robur, Pinus sylvestris, Betula","Mixed"
12,"G03","No dominant species","Quercus robur, Pinus sylvestris, Betula","Mixed"
12,"G05","Pinus nigra","Quercus robur, Pinus nigra, Betula","Mixed"
12,"G08","Betula","Pinus sylvestris, Quercus rubra, Betula","Mixed"
12,"G10","Betula","Pinus sylvestris, Betula","Mixed"
12,"G12","Betula","Quercus robur, Betula","Deciduous"
12,"H04","Quercus robur","Quercus robur, Betula","Deciduous"
12,"J07","Pinus sylvestris","Pinus sylvestris, Pinus nigra","Coniferous"
12,"K04","No dominant species","Quercus robur, Pinus nigra, Betula","Mixed"
12,"K06","Pinus nigra","Quercus robur, Pinus nigra","Mixed"
12,"L05","Pinus nigra","Fagus sylvatica, Pinus nigra, Betula","Mixed"
12,"L08",NA,"","NA"
12,"M04","No dominant species","Quercus robur, Pinus nigra, Betula","Mixed"
12,"M06","No dominant species","Pinus sylvestris, Castanea sativa, Betula","Mixed"
