"","RSV","Plot","forestType","tree_id_field","dist_to_nearest_itd","height_diff_with_nearest"
"804","14","G13","Mixed",7,0.811220357451456,1.425
"805","14","G13","Mixed",8,2.02516764198925,1.0179977416992
"806","14","G13","Mixed",9,3.31265585788485,1.5079971313477
"807","14","G13","Mixed",10,1.77960949471948,-0.192002868652303
"808","14","G13","Mixed",11,3.76668641029123,-4.2510025024414
"809","14","G13","Mixed",12,1.82517275095382,-1.3669982910156
"810","14","G13","Mixed",13,2.14805041222204,-0.699006652832001
"811","14","G13","Mixed",14,1.9045379056133,7.2060012817383
"812","14","G13","Mixed",15,2.33868220435578,0.906001281738298
"813","14","G13","Mixed",16,1.31033194925219,-0.216000366210899
"814","14","G13","Mixed",17,1.87799809404406,6.4639999389648
"815","14","G13","Mixed",18,1.28649782018946,-0.391999816894501
"816","14","G13","Mixed",19,2.95897487142605,-3.1069946289062
"817","14","G13","Mixed",20,3.23518998511364,7.7479949951172
"818","14","G13","Mixed",21,1.9473665636612,8.2089996337891
"819","14","G13","Mixed",22,0.40868094955508,23.02099609375
"820","14","G13","Mixed",24,0.868400111934327,-0.1359954833984
"821","14","G13","Mixed",25,3.26321571384732,-0.162997436523398
"822","14","G13","Mixed",26,0.738569254007438,1.025
"823","14","G13","Mixed",27,1.69613204416541,-0.607998657226602
"824","14","G13","Mixed",28,1.51386278839532,5.5179977416992
"825","14","G13","Mixed",29,2.16346986826572,0.517997741699201
"826","14","G13","Mixed",30,2.45972098123248,3.8739990234375
"827","14","G13","Mixed",31,3.19238397238285,2.2920013427734
"828","14","G13","Mixed",33,3.04059739080699,0.333001708984401
"829","14","G13","Mixed",34,2.29702163630618,-0.366998291015602
"830","14","G13","Mixed",36,1.14517677485905,2.3179992675781
"831","14","G13","Mixed",37,0.721135897477888,-1.0160003662109
"832","14","G13","Mixed",38,1.09472295200289,-4.0360000610352
"833","14","G13","Mixed",39,0.228670057955772,20.8640045166016
"834","14","G17","Mixed",1,2.05499311884316,34.7480026245117
"835","14","G17","Mixed",2,4.299118111613,1.6429977416992
"836","14","G17","Mixed",3,5.64877123933918,10.9850021362305
"837","14","G17","Mixed",4,2.85404055460837,5.3850021362305
"838","14","G17","Mixed",5,2.54043015004258,38.2850021362305
"839","14","G17","Mixed",8,4.33375317680822,38.6850021362305
"840","14","G17","Mixed",9,1.44632996301564,6.4429977416992
"841","14","G17","Mixed",10,2.01280468846528,33.7429977416992
"842","14","G17","Mixed",12,4.69621443828422,2.2990005493164
"843","14","G17","Mixed",14,1.79620962393743,11.0990005493164
"844","14","G17","Mixed",15,3.67044061694298,2.1319961547852
"845","14","G17","Mixed",16,4.29032737677853,2.6319961547852
"846","14","G17","Mixed",18,2.79185839445152,15.4009994506836
"847","14","G17","Mixed",19,4.15914922319555,14.2539932250977
"848","14","G17","Mixed",20,1.73830635966949,13.82099609375
"849","14","G17","Mixed",24,2.42198080762308,-2.0079986572266
"850","14","G17","Mixed",27,1.9924578260081,-0.351997375488303
"851","14","G17","Mixed",28,1.61780992663383,NA
"852","14","G17","Mixed",30,2.45561860072,3.8850021362305
"853","14","G17","Mixed",31,3.01876725090245,3.8850021362305
"854","14","G17","Mixed",32,3.38403789876238,NA
"855","14","G17","Mixed",35,1.55127952136932,37.9429977416992
"856","14","G17","Mixed",37,1.9268064941377,17.1429977416992
"857","14","G17","Mixed",38,3.93171603741137,NA
"858","14","G17","Mixed",39,6.40686851420091,NA
"859","14","G17","Mixed",41,1.78681928741373,15.6319961547852
"860","14","G17","Mixed",42,3.12060601212295,0.499000549316399
"861","14","G17","Mixed",44,2.77153340819894,2.5009994506836
"862","14","G17","Mixed",46,4.2377837948,NA
"863","14","G17","Mixed",47,4.86849821938825,12.3539932250977
"864","14","G17","Mixed",48,0.575311777818529,6.7539932250977
"865","14","G17","Mixed",49,3.91199552658432,NA
"866","14","G17","Mixed",50,4.8671024815733,NA
"867","14","G19","Mixed",1,0.282205318320518,2.3899993896484
"868","14","G19","Mixed",2,2.36529526232133,19.8899993896484
"869","14","G19","Mixed",3,2.41745481943566,4.640998840332
"870","14","G19","Mixed",4,3.71766603245822,6.640998840332
"871","14","G19","Mixed",5,2.56710640142711,4.9909973144531
"872","14","G19","Mixed",8,2.36390884437388,9.1999969482422
"873","14","G19","Mixed",12,1.26768807258647,8.1999969482422
"874","14","G19","Mixed",13,0.943219077956974,4.4309997558594
"875","14","G19","Mixed",14,2.4550570066665,3.7170028686523
"876","14","G19","Mixed",16,5.82455817794238,-8.0230026245117
"877","14","G19","Mixed",17,0.83689938085857,-4.9049987792969
"878","14","G19","Mixed",18,0.660891783134817,12.9490051269531
"879","14","G19","Mixed",19,1.59317794052047,-8.0509948730469
"880","14","G19","Mixed",20,2.0060685776509,-5.5670013427734
"881","14","G19","Mixed",21,0.310260606192108,-8.29100036621094
"882","14","G19","Mixed",22,1.261425478479,6.50899963378906
"883","14","G19","Mixed",23,4.45167541254599,5.5400009155273
"884","14","G19","Mixed",24,0.375604139783876,11.5410049438477
"885","14","G19","Mixed",25,1.12708446738597,NA
"886","14","G19","Mixed",28,1.50740144511923,8.4889984130859
"887","14","G19","Mixed",29,1.49407519596808,4.3899993896484
"888","14","G19","Mixed",30,1.0786771033334,7.640998840332
"889","14","G19","Mixed",31,0.825963900350095,2.4679946899414
"890","14","G19","Mixed",74,0.936703721407,15.640998840332
"891","14","G19","Mixed",32,3.63598624479548,23.7909973144531
"892","14","G19","Mixed",33,1.2131371742938,7.9909973144531
"893","14","G19","Mixed",34,3.38628651038383,4.4679946899414
"894","14","G19","Mixed",36,1.46680619493318,5.0750045776367
"895","14","G19","Mixed",37,2.24918656358631,5.9909973144531
"896","14","G19","Mixed",39,3.27776717458634,3.1999969482422
"897","14","G19","Mixed",42,0.950894767126727,8.61000213623047
"898","14","G19","Mixed",43,0.749357506641788,3.4309997558594
"899","14","G19","Mixed",44,0.705477729805494,18.4170028686523
"900","14","G19","Mixed",45,2.10492335317183,8.81000213623047
"901","14","G19","Mixed",47,3.20507093278033,-4.0230026245117
"902","14","G19","Mixed",48,2.54753288347036,-4.0230026245117
"903","14","G19","Mixed",49,5.35109608684621,-4.0230026245117
"904","14","G19","Mixed",50,1.05785000063364,-9.0490036010742
"905","14","G19","Mixed",51,1.20435781140656,-12.6880035400391
"906","14","G19","Mixed",52,0.772087307905223,4.5400009155273
"907","14","G19","Mixed",53,2.89500786313987,NA
