"RSVCODE","RUIT_COORD","frequentSpecies","topThreeSpecies","forestType"
2,"F23","Picea abies","Quercus robur, Picea abies, Pinus sylvestris","Mixed"
2,"G05","No dominant species","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
2,"G07","Pinus sylvestris","Prunus spinosa, Pinus sylvestris","Mixed"
2,"G12","Pinus sylvestris","Betula pendula, Pinus sylvestris, Quercus rubra","Mixed"
2,"G13","Pinus sylvestris","Betula pendula, Pinus sylvestris","Mixed"
2,"G14","Pinus sylvestris","Quercus robur, Pinus sylvestris, Juniperus communis","Mixed"
2,"G16","Pinus sylvestris","Pinus sylvestris, Juniperus communis","Coniferous"
2,"G18","Pinus sylvestris","Quercus robur, Pinus sylvestris, Prunus serotina","Mixed"
2,"G20","Pinus sylvestris","Sorbus aucuparia, Pinus sylvestris, Prunus serotina","Mixed"
2,"G23","Pinus sylvestris","Picea abies, Pinus sylvestris","Coniferous"
2,"H03","No dominant species","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
2,"H05","Betula pendula","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
2,"H17","Pinus sylvestris","Quercus robur, Pinus sylvestris","Mixed"
2,"H18","Pinus sylvestris","Quercus robur, Sorbus aucuparia, Pinus sylvestris","Mixed"
2,"H19","Quercus robur","Quercus robur, Pinus sylvestris","Mixed"
2,"H21","Quercus robur","Quercus robur, Picea abies, Pinus sylvestris","Mixed"
2,"I02","No dominant species","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
2,"I04","Pinus sylvestris","Betula pendula, Pinus sylvestris","Mixed"
2,"J05","No dominant species","Quercus robur, Betula pendula, Pinus sylvestris","Mixed"
