"RSVCODE","RUIT_COORD","dominantSpecies","topThreeSpecies","forestType"
11,"C06",NA,"","NA"
11,"C10",NA,"","NA"
11,"D02",NA,"","NA"
11,"D08",NA,"","NA"
11,"D09",NA,"","NA"
11,"E06",NA,"","NA"
11,"E10",NA,"","NA"
11,"E11",NA,"","NA"
11,"F02",NA,"","NA"
11,"F05",NA,"","NA"
11,"F07",NA,"","NA"
11,"F08",NA,"","NA"
11,"F12","No dominant species","Populus tremula, Pinus nigra, Prunus serotina","Mixed"
11,"G08",NA,"","NA"
11,"G10",NA,"","NA"
11,"G11",NA,"","NA"
11,"G12","Pinus nigra","Populus tremula, Pinus nigra","Mixed"
11,"H04",NA,"","NA"
11,"H05",NA,"","NA"
11,"H06",NA,"","NA"
11,"H07",NA,"","NA"
11,"H09",NA,"","NA"
11,"H11",NA,"","NA"
11,"J02","Quercus robur","Quercus robur, Salix","Deciduous"
